Name,Iteration,Value
Task A,252,28.9383442483437
Task A,253,48.659564526834544
Task A,254,30.389981655817014
Task A,255,33.42701918821099
Task A,256,50.23329234327362
Task A,257,25.211733795850314
Task A,258,47.51561241921088
Task A,259,28.94964353060099
Task A,260,37.639259815053286
Task A,261,12.016346137512322
Task A,262,18.467022700454297
Task A,263,30.629021110006043
Task A,264,18.0392596260293
Task A,265,23.139125905038025
Task A,266,30.27495206841755
Task A,267,45.77564545114409
Task A,268,19.274773067568468
Task A,269,48.395934689882914
Task A,270,38.29980315388194
Task A,271,21.65752322587963
Task A,272,13.589293030423047
Task A,273,50.10123844066023
Task A,274,44.5336787103858
Task A,275,29.299090425086117
Task A,276,34.79973990512255
Task A,277,15.283965663950017
Task A,278,43.38455616942137
Task A,279,40.52998610482546
Task A,280,37.9656203872583
Task A,281,52.57716166339666
Task A,282,15.574857575765058
Task A,283,15.463296427390812
Task A,284,27.234462999179122
Task A,285,31.73335948720321
Task A,286,20.608365157302934
Task A,287,44.05392966875967
Task A,288,26.09235931125471
Task A,289,25.148552093964497
Task A,290,35.4493879013782
Task A,291,39.22482826993871
Task A,292,47.66988541096444
Task A,293,49.14503351225235
Task A,294,47.30680410047828
Task A,295,49.06156280179927
Task A,296,16.488024150004918
Task A,297,13.279028379497513
Task A,298,46.798275239118865
Task A,299,51.029283095094485
Task A,300,32.352912089327006
Task A,301,24.844211961129474
Task A,302,39.35809477611266
Task A,303,28.67574757786745
Task A,304,27.954750231995995
Task A,305,30.755945867069652
Task A,306,33.697035732541046
Task A,307,31.15251557132578
Task A,308,21.758439646711956
Task A,309,29.746507689178955
Task A,310,40.04222782717792
Task A,311,20.64075391790288
Task A,312,33.40606666052568
Task A,313,27.549681612936105
Task A,314,16.63625741686651
Task A,315,31.443932913881504
Task A,316,34.637711400581914
Task A,317,14.988436736339256
Task A,318,23.22383859348476
Task A,319,23.616813679349292
Task A,320,41.26346064221276
Task A,321,14.319924042819107
Task A,322,12.402535081599074
Task A,323,25.27785997053637
Task A,324,42.313203859234974
Task A,325,47.44609418738766
Task A,326,14.38521465377274
Task A,327,40.87180559999656
Task A,328,28.133571939710013
Task A,329,26.732781251581407
Task A,330,43.699977503122774
Task A,331,22.658994168822627
Task A,332,21.231685280091817
Task A,333,58.555304801596186
Task A,334,17.273911571230798
Task A,335,44.76008280337131
Task A,336,30.82652143230863
Task A,337,44.117881487498735
Task A,338,32.34852842744304
Task A,339,40.803528291010906
Task A,340,26.085767301503125
Task A,341,42.930329710522884
Task A,342,46.248790201078265
Task A,343,35.789872899393934
Task A,344,33.576784971367076
Task A,345,30.386937324958787
Task A,346,19.168400692505955
Task A,347,28.628128134193005
Task A,348,18.183997708654527
Task A,349,50.00300486940705
Task A,350,36.10325677128074
Task A,351,20.620263828180686
Task A,352,27.180154845362743
Task A,353,21.314079131707835
Task A,354,27.286640925302223
Task A,355,33.634598507626244
Task A,356,40.36441991186255
Task A,357,32.22915909622366
Task A,358,35.45505081751673
Task A,359,31.48961298209484
Task A,360,19.529318050607685
Task A,361,41.45111527242183
Task A,362,31.643291423987208
Task A,363,48.87215355706914
Task A,364,24.33115543456958
Task A,365,34.7879566122525
Task A,366,44.810038498573356
Task A,367,52.2321509036834
Task A,368,26.382518677252648
Task A,369,26.857997346706128
Task A,370,33.327870102695464
Task A,371,19.816392855272653
Task A,372,32.79004125226193
Task A,373,38.2179460227604
Task A,374,27.71726077245581
Task A,375,19.35896170048668
Task A,376,48.489870929002834
Task A,377,45.1585203544861
Task A,378,36.870422174417186
Task A,379,32.202223034759406
Task A,380,27.469262042548927
Task A,381,28.040642467402478
Task A,382,50.862090208666444
Task A,383,37.527531067558556
Task A,384,32.501236772885804
Task A,385,44.64764535899229
Task A,386,31.421619418982612
Task A,387,44.061266604850516
Task A,388,23.33051479262233
Task A,389,18.341384308901297
Task A,390,25.36755590828089
Task A,391,35.067932994895756
Task A,392,31.255333998014407
Task A,393,36.59687279242626
Task A,394,28.973499225431677
Task A,395,50.25856554847888
Task A,396,33.263588021072806
Task A,397,53.9024783957068
Task A,398,31.082056417416172
Task A,399,44.96556011986832
Task A,400,13.341349990298731
Task A,401,16.893945794757474
Task A,402,54.98320658199316
Task A,403,13.315568321586223
Task A,404,45.2571411815523
Task A,405,17.124143663542966
Task A,406,24.696081513431636
Task A,407,47.76687988633067
Task A,408,54.9723922793518
Task A,409,26.168301244461418
Task A,410,58.589855334214526
Task A,411,40.54187091501347
Task A,412,30.666751825578217
Task A,413,25.57050803864046
Task A,414,34.53009001413197
Task A,415,37.27693680641386
Task A,416,38.18430023364647
Task A,417,26.050781109697354
Task A,418,38.85017992820372
Task A,419,51.28216790370231
Task A,420,27.17249188861168
Task A,421,26.026703748372157
Task A,422,33.219248764899646
Task A,423,23.34012718741027
Task A,424,21.086779535888297
Task A,425,13.488245503159394
Task A,426,36.68638311650537
Task A,427,14.248302374426535
Task A,428,48.37715713387205
Task A,429,13.225724058058292
Task A,430,28.528674209728234
Task A,431,31.2558332870793
Task A,432,42.78377081764093
Task A,433,23.65256619900233
Task A,434,35.60535916851694
Task A,435,31.784269421971118
Task A,436,25.544415912408823
Task A,437,46.11459834937843
Task A,438,40.48904706897578
Task A,439,54.664943057130614
Task A,440,18.52765799127304
Task A,441,43.67197358523851
Task A,442,15.32975331949059
Task A,443,23.283392653343324
Task A,444,34.53018141868631
Task A,445,29.0943479657291
Task A,446,34.11908508044744
Task A,447,16.43634368895262
Task A,448,18.04072548040292
Task A,449,49.45917277119364
Task A,450,22.950854880334603
Task A,451,51.68699723290074
Task A,452,54.009272927327906
Task A,453,34.39163642072617
Task A,454,36.154219263515934
Task A,455,23.52404087166445
Task A,456,40.789768888834324
Task A,457,44.93114417708418
Task A,458,30.200115086415725
Task A,459,33.06934803912405
Task A,460,17.90010449408862
Task A,461,21.64880176530047
Task A,462,17.992677897225953
Task A,463,26.790561018095424
Task A,464,24.57484290521967
Task A,465,24.498152685783094
Task A,466,41.622552148288406
Task A,467,13.168449177487965
Task A,468,53.65768572527776
Task A,469,22.19974915580779
Task A,470,50.795475936003875
Task A,471,56.748809040419495
Task A,472,46.23313527741394
Task A,473,29.59987614918204
Task A,474,32.570889786376654
Task A,475,32.83355647331278
Task A,476,24.406538072158668
Task A,477,14.674648274338896
Task A,478,18.810120526180093
Task A,479,38.88131819517126
Task A,480,40.486255574071826
Task A,481,27.541797951029487
Task A,482,21.80400086222234
Task A,483,29.567333403690558
Task A,484,37.93084710805939
Task A,485,23.113542966910057
Task A,486,14.900015231062278
Task A,487,25.13346370609687
Task A,488,39.803645110789816
Task A,489,37.217911320357786
Task A,490,25.765550560392093
Task A,491,32.07610292246851
Task A,492,31.082106915261516
Task A,493,21.20414110135362
Task A,494,22.64333040561217
Task A,495,34.374301547657836
Task A,496,25.984660449482476
Task A,497,15.238154355236528
Task A,498,26.661937569709245
Task A,499,43.60050542327703
Task A,500,16.872309306569075
Task A,501,40.110594408645284
Task A,502,28.44631074276168
Task A,503,38.390697367114754
Task A,504,39.015576784556316
Task A,505,36.41628739916489
Task A,506,38.089994592867875
Task A,507,24.865941629548622
Task A,508,43.44593915096182
Task A,509,43.57535436076278
Task A,510,26.66289299031159
Task A,511,16.364472224940727
Task A,512,30.07778184090228
Task A,513,28.927092780992425
Task A,514,41.96815170114339
Task A,515,20.39904349578669
Task A,516,23.744464435316793
Task A,517,42.31871875776797
Task A,518,38.460432344863385
Task A,519,23.78956320777153
Task A,520,24.77799343016505
Task A,521,30.593096539575612
Task A,522,43.35221692608792
Task A,523,15.645011528132105
Task A,524,19.05108355436498
Task A,525,36.5078552348045
Task A,526,30.184148056507375
Task A,527,19.85010094826825
Task A,528,15.203185558490302
Task A,529,51.2032234628592
Task A,530,26.089668051380507
Task A,531,21.56153863458031
Task A,532,13.9134139457488
Task A,533,32.4847224684183
Task A,534,21.492954016774164
Task A,535,48.40529293999748
Task A,536,23.620596121904292
Task A,537,35.72430850146985
Task A,538,32.98525351224577
Task A,539,17.89378725942966
Task A,540,39.47108299241859
Task A,541,34.3187447086149
Task A,542,35.01195946989225
Task A,543,48.93382115919021
Task A,544,42.613297905948656
Task A,545,42.196698444454896
Task A,546,32.39032009858401
Task A,547,47.965564164479844
Task A,548,19.387976473132692
Task A,549,37.81351724814369
Task A,550,37.32914664386004
Task A,551,25.8340527868642
Task A,552,28.923067575645543
Task A,553,43.30563496948058
Task A,554,24.20433261296493
Task A,555,34.17652470990019
Task A,556,40.16692974345494
Task A,557,32.245134438265104
Task A,558,22.870911907933174
Task A,559,22.209740242516226
Task A,560,29.777549417206654
Task A,561,27.957805987842285
Task A,562,43.071273951440915
Task A,563,24.536353014127098
Task A,564,15.147559476777015
Task A,565,33.804582692851895
Task A,566,22.94958074211703
Task A,567,40.54823099128175
Task A,568,14.874978198916146
Task A,569,52.06448954289317
Task A,570,33.3265099189488
Task A,571,34.991715382980644
Task A,572,20.196716456458155
Task A,573,31.962063637074518
Task A,574,28.06386575330114
Task A,575,16.586942618571282
Task A,576,22.3635012381624
Task A,577,51.00193194830657
Task A,578,30.869296151463974
Task A,579,31.625138567458652
Task A,580,23.965618681829064
Task A,581,25.379140682747078
Task A,582,42.15288363009915
Task A,583,39.48114424842606
Task A,584,48.37864973615633
Task A,585,33.60262766269457
Task A,586,39.69514344034653
Task A,587,36.95740468106921
Task A,588,41.38291396296299
Task A,589,25.131933363609072
Task A,590,20.24958866902569
Task A,591,23.45865367529754
Task A,592,16.716224628162184
Task A,593,19.79119757544811
Task A,594,27.597278378974032
Task A,595,26.73049216846853
Task A,596,44.64888939498877
Task A,597,24.271574071717026
Task A,598,29.267681681402532
Task A,599,52.020328343975216
Task A,600,13.796552879083144
Task A,601,46.594611555828365
Task A,602,37.58442485017963
Task A,603,19.38395861115209
Task A,604,32.884130896412785
Task A,605,25.516679786447078
Task A,606,33.47212984494216
Task A,607,36.8740390638106
Task A,608,42.28445994707015
Task A,609,39.83627729116067
Task A,610,12.278638792344362
Task A,611,28.73847012289609
Task A,612,29.70815754162243
Task A,613,26.790228779342343
Task A,614,24.95462393936343
Task A,615,25.05180504497166
Task A,616,44.63580218020415
Task A,617,28.40464892917591
Task A,618,25.20678129238624
Task A,619,20.686915359760462
Task A,620,19.51194287712875
Task A,621,24.316928291780894
Task A,622,34.43292186327916
Task A,623,25.09186108047342
Task A,624,39.386669552885934
Task A,625,33.41776763985064
Task A,626,37.10696710147499
Task A,627,32.24190146711986
Task A,628,48.44900683625522
Task A,629,20.770357281798574
Task A,630,22.651753378597004
Task A,631,51.49463542699932
Task A,632,46.83676746071089
Task A,633,26.6070638588346
Task A,634,39.86720067025858
Task A,635,53.91387391714898
Task A,636,22.179474085751927
Task A,637,31.65564774919071
Task A,638,32.6123525847429
Task A,639,15.197990400143205
Task A,640,30.435998831368902
Task A,641,37.32730257787245
Task A,642,36.344771918922845
Task A,643,30.230804244047512
Task A,644,32.9361228135848
Task A,645,31.70052794594138
Task A,646,18.34880228108232
Task A,647,20.5159601120408
Task A,648,17.71443544464538
Task A,649,25.484413283205008
Task A,650,28.39786432212666
Task A,651,39.187649763445044
Task A,652,18.76620973334633
Task A,653,22.883921732235414
Task A,654,36.079640762808744
Task A,655,25.36465824631071
Task A,656,20.469171012639436
Task A,657,36.81783283427714
Task A,658,21.67279453743624
Task A,659,14.989692656630778
Task A,660,30.61910121132688
Task A,661,40.339000867482376
Task A,662,16.947326676418964
Task A,663,34.83053964078405
Task A,664,30.023479571861188
Task A,665,43.50219999554306
Task A,666,48.87054009432733
Task A,667,28.20503832980114
Task A,668,37.31015327255956
Task A,669,39.67078192978143
Task A,670,51.47471255960856
Task A,671,27.57102546883167
Task A,672,31.699023064049825
Task A,673,23.396634782546073
Task A,674,38.3269984319472
Task A,675,28.3685934793317
Task A,676,30.61036333187859
Task A,677,28.778148677139544
Task A,678,40.00713978238598
Task A,679,13.621253308303151
Task A,680,20.491455709603244
Task A,681,30.8098965412417
Task A,682,12.470107124728852
Task A,683,22.86675876846715
Task A,684,31.960073283594195
Task A,685,20.62481906557815
Task A,686,28.829898232193813
Task A,687,27.831510710595218
Task A,688,23.442468719304358
Task A,689,38.062374974683884
Task A,690,39.65866823373619
Task A,691,28.298682801110186
Task A,692,25.19692043919361
Task A,693,29.848209624368465
Task A,694,30.470097871031953
Task A,695,20.920146401034863
Task A,696,20.527338495335883
Task A,697,27.283666577497833
Task A,698,41.65925455197184
Task A,699,17.39696711575297
Task A,700,37.87923474581339
Task A,701,13.878498473660892
Task A,702,30.455760837795243
Task A,703,30.40449651452955
Task A,704,36.985940531181136
Task A,705,36.245521198263916
Task A,706,31.216907921047483
Task A,707,16.069869633828205
Task A,708,39.48046459316089
Task A,709,50.2952682697763
Task A,710,31.139940102142486
Task A,711,25.473483754378584
Task A,712,19.578344165116953
Task A,713,34.214079019193264
Task A,714,27.745277927636366
Task A,715,40.13513338125667
Task A,716,28.363338996479605
Task A,717,19.44776364114407
Task A,718,53.88523797836877
Task A,719,29.36814824339467
Task A,720,37.16105655249082
Task A,721,28.48788990866024
Task A,722,17.807161613884933
Task A,723,20.52148298736365
Task A,724,20.257845652039386
Task A,725,23.347770825887466
Task A,726,28.15825491211124
Task A,727,40.56420201695723
Task A,728,35.17679583880087
Task A,729,41.997180324657606
Task A,730,25.700934855726956
Task A,731,17.57438333905998
Task A,732,36.87871273977754
Task A,733,22.587298939317165
Task A,734,26.846525533930397
Task A,735,44.034502328868385
Task A,736,35.446790852012086
Task A,737,38.64509312808247
Task A,738,19.959437847719013
Task A,739,25.254138691949002
Task A,740,31.15663905918377
Task A,741,26.588161305458208
Task A,742,36.04050500139846
Task A,743,22.25743251469446
Task A,744,11.701952936545503
Task A,745,25.063474434437204
Task A,746,42.8680655772773
Task A,747,33.64789379933636
Task A,748,34.95547137553341
Task A,749,55.51022320560523
Task A,750,34.10833048334994
Task A,751,24.962276354747203
Task A,752,16.48580973869126
Task A,753,26.857257591412967
Task A,754,28.92492889419496
Task A,755,25.896700378796638
Task A,756,49.985328883188124
Task A,757,26.90105945915569
Task A,758,43.84636387613905
Task A,759,33.8317970943062
Task A,760,35.496350148937566
Task A,761,23.92183129830996
Task A,762,27.02466566388776
Task A,763,26.642356328354722
Task A,764,23.138621841933283
Task A,765,43.475479199453304
Task A,766,20.755343980124167
Task A,767,22.50323079305457
Task A,768,24.800099672729395
Task A,769,39.26048472041819
Task A,770,32.66472512504524
Task A,771,47.85964627674972
Task A,772,23.032181014425326
Task A,773,53.93554524166156
Task A,774,43.419189264311704
Task A,775,28.754886559575308
Task A,776,30.951755788334584
Task A,777,46.812218276159854
Task A,778,20.77891074310885
Task A,779,50.58385371910624
Task A,780,22.40654136353082
Task A,781,30.84266409531084
Task A,782,16.468457142906068
Task A,783,18.097597473963816
Task A,784,31.838464267651258
Task A,785,15.099188072500757
Task A,786,31.111742394387242
Task A,787,25.626461255342342
Task A,788,20.025060140238477
Task A,789,30.662956224977155
Task A,790,29.393212987514392
Task A,791,18.82080102930187
Task A,792,28.278268532326855
Task A,793,40.43983597958852
Task A,794,36.10129063472053
Task A,795,25.06162199699947
Task A,796,39.50466173303271
Task A,797,22.392354758807137
Task A,798,33.62676617574273
Task A,799,29.630876248956085
Task A,800,24.54561873121103
Task A,801,23.56314608619858
Task A,802,28.0450109057739
Task A,803,27.271387403148694
Task A,804,38.59284660176719
Task A,805,33.440872343690685
Task A,806,25.53199315300032
Task A,807,16.05961441981196
Task A,808,57.97409101277869
Task A,809,35.5687625354884
Task A,810,51.50030202857054
Task A,811,30.656327200903043
Task A,812,43.56957100851177
Task A,813,41.0382250588081
Task A,814,30.090772326859856
Task A,815,15.042446587085143
Task A,816,28.93851397569188
Task A,817,19.352115155905388
Task A,818,25.273042599244185
Task A,819,41.42401848130988
Task A,820,31.83169453495149
Task A,821,36.75715916778811
Task A,822,46.030793243454205
Task A,823,35.13345423262724
Task A,824,27.688975413688624
Task A,825,16.770544568764837
Task A,826,58.22269428634708
Task A,827,52.23992135052427
Task A,828,27.69424486279452
Task A,829,23.569691815370668
Task A,830,13.998418693326663
Task A,831,21.439217518919705
Task A,832,22.730133657761208
Task A,833,50.409619268858094
Task A,834,32.49195023056173
Task A,835,34.671561991702205
Task A,836,27.75886610291338
Task A,837,39.26698606553657
Task A,838,31.857486489512677
Task A,839,35.26590595500118
Task A,840,27.74489736063812
Task A,841,26.270452925865705
Task A,842,47.02072294654144
Task A,843,33.62064658514256
Task A,844,38.56103518859729
Task A,845,51.56329953433064
Task A,846,51.458343349749406
Task A,847,40.197272108052644
Task A,848,36.379138107175386
Task A,849,23.737469711645574
Task A,850,15.573702729099265
Task A,851,23.806247756048908
Task A,852,14.875544010425083
Task A,853,37.5753167085104
Task A,854,37.17023109708955
Task A,855,27.3901756201548
Task A,856,22.69776371689173
Task A,857,37.49699668568684
Task A,858,20.129863123046892
Task A,859,26.517053817502998
Task A,860,37.419795601114764
Task A,861,29.7233623866478
Task A,862,39.34730172576669
Task A,863,23.679744630994737
Task A,864,24.170503095342823
Task A,865,32.39761328843767
Task A,866,18.656469339447582
Task A,867,24.374466598030427
Task A,868,30.65726775689301
Task A,869,33.230164058782364
Task A,870,39.38220352873765
Task A,871,29.014935657481377
Task A,872,44.869000031214995
Task A,873,25.27673765133484
Task A,874,18.34044033863092
Task A,875,38.672487077175106
Task A,876,36.497152393220794
Task A,877,41.656736087606134
Task A,878,16.06648463446326
Task A,879,35.702905606516936
Task A,880,24.80230858168937
Task A,881,31.129451314549716
Task A,882,32.60473921976153
Task A,883,24.709447128419214
Task A,884,26.392606802637502
Task A,885,42.96520219751212
Task A,886,36.39504460482957
Task A,887,28.972971880973283
Task A,888,38.89680744833272
Task A,889,29.125893167076683
Task A,890,48.472795021450835
Task A,891,28.29066511186016
Task A,892,33.56026867535671
Task A,893,39.20923444844861
Task A,894,23.131794708273166
Task A,895,15.620944694917796
Task A,896,52.09287438955142
Task A,897,48.20849459636192
Task A,898,21.822379106275584
Task A,899,30.336466661950933
Task A,900,23.848204335909628
Task A,901,51.89460405542955
Task A,902,31.064644808807376
Task A,903,25.884183725096662
Task A,904,45.53119260722308
Task A,905,50.4986465234894
Task A,906,38.98481149296822
Task A,907,29.74019838972867
Task A,908,24.738577757756232
Task A,909,35.432205898215955
Task A,910,23.530563055086986
Task A,911,26.979592320453506
Task A,912,27.06507428838787
Task A,913,36.25444792729141
Task A,914,31.048978914506105
Task A,915,11.549349932072525
Task A,916,29.481279413317807
Task A,917,37.915800467596895
Task A,918,18.159190846651576
Task A,919,51.76039046936958
Task A,920,23.291284279938772
Task A,921,29.911907152130937
Task A,922,36.23486184634136
Task A,923,33.81102778766531
Task A,924,40.3365814231727
Task A,925,26.66627303896093
Task A,926,47.021700058109275
Task A,927,23.438081792110523
Task A,928,37.117039293655864
Task A,929,25.45484344132916
Task A,930,36.368114339905446
Task A,931,29.491620264113415
Task A,932,23.35522952690294
Task A,933,24.905081968788302
Task A,934,11.590360211794332
Task A,935,25.119983884017955
Task A,936,27.459814016249098
Task A,937,28.544257497800654
Task A,938,28.97857378020092
Task A,939,26.710710175045733
Task A,940,35.680992700515475
Task A,941,37.66031997833329
Task A,942,35.54541025778154
Task A,943,38.51844693898274
Task A,944,42.38725315711041
Task A,945,23.652744533309118
Task A,946,38.12075842790555
Task A,947,37.53345122811504
Task A,948,25.103008087684792
Task A,949,31.83767733927632
Task A,950,49.87871562497931
Task A,951,32.5720045012599
Task A,952,29.701157495089333
Task A,953,23.864093392833674
Task A,954,13.08458577513817
Task A,955,57.671113036913766
Task A,956,42.258496193287186
Task A,957,16.290824248811894
Task A,958,34.589069851695996
Task A,959,12.056319294880229
Task A,960,20.710255789225055
Task A,961,23.19480338963777
Task A,962,27.85499132278776
Task A,963,41.947745450215244
Task A,964,25.539963804909206
Task A,965,31.382277105255465
Task A,966,31.354353627239586
Task A,967,22.185462469703737
Task A,968,31.69051997917886
Task A,969,19.10904592882322
Task A,970,29.247260377036834
Task A,971,48.317383929813445
Task A,972,41.20290350164089
Task A,973,18.700116469382575
Task A,974,31.610376215641573
Task A,975,24.905002689892925
Task A,976,44.3317228570534
Task A,977,31.57970376960208
Task A,978,18.58656086771694
Task A,979,31.279086681182946
Task A,980,22.341077446425498
Task A,981,49.98175591984335
Task A,982,31.077810997909605
Task A,983,19.38668861836974
Task A,984,25.104514104329567
Task A,985,22.322948691736507
Task A,986,20.23568822219152
Task A,987,25.383229792323576
Task A,988,31.72881182061157
Task A,989,24.515251289511326
Task A,990,30.30877457135789
Task A,991,49.60823821171597
Task A,992,43.06218130955075
Task A,993,18.83689538486299
Task A,994,27.089603464210718
Task A,995,36.354675753809616
Task A,996,13.722749158655251
Task A,997,39.91654514380912
Task A,998,18.881806254195155
